id,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,ResponseID,race,first_of_many,gender,age,zip_code,education,income,employment,attention2,pol_party,pol_party_other,freq_rec,nat_air_water,tech_sol,hum_abuse,balance_nat,ecol_crisis,nat_res,spaceship,hum_right,ecol_cat,lose_hab,plants_and_an,resp_harm,impact_dec,who_I_am,health_nat,think_wild,place_comm,citizen_care,family,identify,hum_elsewhere,feedback,lat,long,IPAddress,StartDate,EndDate,seen_turb,WP_US,wp_state,likely_cst_ec,attention_att
120,4,0,1,0,1,0,0,1,1,R_42AOFcD8mMn1sNv,White European,More likely to support,Female,20,2921,Some college credit ,"$100,000-$124,999",Student,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,41.76150513,-71.51799774,70.172.198.102,7/26/15 21:15,7/26/15 21:25,Yes,Very positive,Encouraged,No difference,0
121,2,1,1,0,1,1,1,1,1,R_4GzUjLh3S2c0q1L,American Indian or Alaska Native ,Much less likely to support,Female,29,2865,Some college credit ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",None,18.53329468,73.86669922,103.8.150.169,7/16/15 5:14,7/16/15 5:21,No,Very positive,Encouraged,Much less likely,None of the Above
122,3,0,0,1,1,0,0,0,1,R_4IthKmgHNSfijaZ,White European,No effect on my attitude,Female,20,2857,Some college credit ,"$35,000-$49,999",Out of work,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,no feedback,41.88139343,-71.55670166,108.34.130.186,7/13/15 17:25,7/13/15 17:36,Yes,Positive,Tolerated,No difference,0
123,4,1,0,0,1,1,1,1,0,R_4JwwBo0IGilUEkd,White European,More likely to support,Male,33,1462,Bechelor degree,"$35,000-$49,999",Self-employed,"Yes, I have done many HITs",Independent,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,42.59080505,-71.80549622,71.232.81.233,7/26/15 22:07,7/26/15 22:18,Yes,Positive,Discouraged,No difference,None of the Above
124,1,1,0,2,2,2,2,1,1,R_4ME0EXGMx0uGEZv,White European,No effect on my attitude,Female,23,3909,Bechelor degree,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,I didn't feel like I knew enough about the pros and cons of wind farms to be able to really make a firm decision. I would have to do more research about them vs. coal plants to make a more educated decision if i was to vote on the issue. ,43.31990051,-70.63179779,74.78.150.246,7/16/15 18:51,7/16/15 19:06,Yes,Neutral,Not sure,Less likely    ,None of the Above
125,3,2,0,1,1,0,0,0,1,R_4My9hc6sFmvKdBH,Black or African American,More likely to support,Female,22,2908,Bechelor degree,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Neither Agree nor Disagree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.82069397,-71.44920349,173.69.59.152,7/21/15 15:37,7/21/15 15:50,No,Neutral,Not sure,Less likely    ,None of the Above
126,1,0,1,2,2,0,0,2,1,R_4Obwgz5yXr8Q3RP,White European,No effect on my attitude,Female,28,2895,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Agree,Disagree,Stongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,41.9980011,-71.49410248,71.117.150.152,7/12/15 13:40,7/12/15 13:50,Yes,Very positive,Encouraged,No difference,None of the Above
127,4,1,0,1,1,0,1,1,1,R_4T2ELhai4gkcMId,White European,Much more likely to support,Male,27,28777,High school graduate,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Stongly Disagree,Agree,Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Agree,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,38,-97,192.228.94.117,7/11/15 18:04,7/11/15 18:11,Yes,Very positive,Encouraged,No difference,None of the Above
128,1,0,1,2,1,0,1,0,1,R_4UszAknxHX1fcMd,White European,More likely to support,Female,22,2453,Bechelor degree,"$100,000-$124,999",Student,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.36990356,-71.23529816,108.20.233.157,7/20/15 13:06,7/20/15 13:18,Yes,Positive,Encouraged,No difference,None of the Above
129,1,0,1,1,1,0,0,0,1,R_4Vhw34Ky39LASoZ,White European,Less likely to support,Female,35,2920,Graduate degree or Professional degree ,"$50,000-$74,999",Out of work,"Yes, I am an MT worker ",Republican party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Stongly Disagree,Disagree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",No feedback or comments thank you,41.76939392,-71.46759796,68.230.131.52,7/25/15 6:30,7/25/15 6:43,Yes,Positive,Tolerated,No difference,None of the Above
130,1,0,1,2,1,0,2,0,1,R_4VN278d6PHU55eB,Asian,Much more likely to support,Male,20,6010,Bechelor degree,"$15,000-$24,999",Student,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.28570557,-71.82920074,66.189.117.183,7/12/15 13:16,7/12/15 13:22,Yes,Very positive,Encouraged,More likely,None of the Above
131,3,0,0,0,0,1,0,1,1,R_4YM3Z11a6BePDaB,White European,No effect on my attitude,Male,32,2148,High school graduate,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",n/a,42.42469788,-71.11119843,98.216.102.187,7/22/15 16:57,7/22/15 17:02,Yes,Very positive,Encouraged,No difference,0
132,3,1,0,1,1,0,0,0,1,R_4Z0Y1kYXgWdDSf3,White European,More likely to support,Female,30,2703,Graduate degree or Professional degree ,"$25,000-$34,999",Self-employed,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",None,40.67019653,-73.89440155,107.107.59.2,7/21/15 13:43,7/21/15 13:55,Yes,Positive,Tolerated,No difference,None of the Above
133,3,0,0,1,1,0,0,0,1,R_4Z7dgqxQPC6fnBr,Native Hawaiian or Other Pacific Islander,More likely to support,Female,33,1082,Graduate degree or Professional degree ,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Strongly Agree,Agree,Disagree,Stongly Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",none,42.29910278,-72.27570343,24.61.237.15,7/21/15 7:09,7/21/15 7:18,Yes,Very positive,Encouraged,No difference,None of the Above
134,4,0,1,0,2,2,0,1,1,R_4ZLFXfUxyZAqyFf,White European,No effect on my attitude,Female,51,3034,Some college credit ,"$10,000-$14,999",Self-employed,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,31.95219421,-97.34590149,75.91.159.198,7/10/15 14:15,7/10/15 14:24,Yes,Positive,Not sure,No difference,None of the Above
135,2,1,1,0,1,1,1,1,1,R_4ZmRsf3Jg7xcJdH,White European,Less likely to support,Male,30,4101,High school graduate,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.23890686,-71.08100128,76.118.227.47,7/11/15 6:59,7/11/15 7:11,Yes,Very positive,Discouraged,Less likely    ,None of the Above
136,1,2,2,2,2,2,2,2,2,R_50bTj8paHBwSlHD,White European,No effect on my attitude,Male,57,2149,Some college credit ,"$35,000-$49,999",Retired,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,42.42810059,-71.05460358,50.176.13.193,7/15/15 12:58,7/15/15 13:12,Yes,Neutral,Tolerated,No difference,None of the Above
137,3,0,0,1,1,0,0,1,1,R_54GKsJiZ7KDpbcp,White European,More likely to support,Female,63,4364,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Agree,Disagree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,,44.3296051,-69.86470032,74.65.141.72,7/10/15 17:48,7/10/15 18:00,No,Very positive,Encouraged,No difference,0
138,4,0,2,0,2,2,0,1,1,R_54lJ0DwiDgQkmzz,White European,More likely to support,Female,23,1536,Graduate degree or Professional degree ,"Less than $10,000",Student,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Agree,Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.12440491,-71.66529846,75.143.27.122,7/16/15 7:40,7/16/15 7:46,Yes,Positive,Encouraged,No difference,0
139,4,0,1,0,1,0,1,1,1,R_54pfYynpEFAvPwx,White European,No effect on my attitude,Female,26,4210,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,44.08610535,-70.24340057,74.78.128.85,7/26/15 19:58,7/26/15 20:05,Yes,Very positive,Encouraged,No difference,0
