ResponseID,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,first_of_many,gender,age,zip_code,Amer_Ind,Asian,Black,Hispanic,Island,Middle_East,North_African,White,Other,Other_text,education,income,employment,attention2,pol_party,pol_party_other,freq_rec,nat_air_water,tech_sol,hum_abuse,balance_nat,ecol_crisis,nat_res,spaceship,hum_right,ecol_cat,lose_hab,plants_and_an,resp_harm,impact_dec,who_I_am,health_nat,think_wild,place_comm,citizen_care,family,identify,hum_elsewhere,feedback,lat,long,IPAddress,StartDate,EndDate,seen_turb,WP_US,wp_state,likely_cst_ec,attention_att
R_8ojl9YrzpZYuk4t,2,1,1,0,1,0,1,0,0,Less likely to support,Female,28,2120,0,0,Black or African American,0,0,0,0,0,0,,Graduate degree or Professional degree ,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Stongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.34509277,-71.09929657,66.153.89.10,7/10/15 23:10,7/10/15 23:19,Yes,Positive,Tolerated,Less likely    ,0
R_4ZmRsf3Jg7xcJdH,2,1,1,0,1,1,1,1,1,Less likely to support,Male,30,4101,0,0,0,0,0,0,0,White European,0,,High school graduate,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.23890686,-71.08100128,76.118.227.47,7/11/15 6:59,7/11/15 7:11,Yes,Very positive,Discouraged,Less likely    ,None of the Above
R_eXKLQwf9XpktlmR,2,1,1,0,2,1,1,2,2,More likely to support,Male,22,6776,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$125,000-$149,000",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,Interesting.,41.61230469,-73.41210175,24.151.61.56,7/11/15 11:14,7/11/15 11:23,No,Very positive,Encouraged,More likely,None of the Above
R_6rJc8bEtejdvTJr,2,1,1,0,1,1,1,1,1,More likely to support,Female,26,3032,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$50,000-$74,999",Out of work,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.94030762,-71.4434967,73.143.144.245,7/11/15 11:18,7/11/15 11:26,No,Very positive,Tolerated,No difference,None of the Above
R_5w439KNNQxKMf9H,2,1,1,0,1,1,1,1,1,More likely to support,Male,30,1440,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Stongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Stongly Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",thanks,42.58990479,-71.98870087,73.143.61.152,7/11/15 12:00,7/11/15 12:06,Yes,Very positive,Encouraged,No difference,None of the Above
R_5bBg3UlRcT9zQXz,2,1,1,0,1,1,1,1,0,Much more likely to support,Male,31,2832,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,41.49760437,-71.73600006,72.221.84.17,7/11/15 12:59,7/11/15 13:10,Yes,Very positive,Encouraged,No difference,None of the Above
R_a95ajFzwK6sha0R,2,1,1,0,1,1,1,1,1,Much more likely to support,Female,23,3049,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$10,000-$14,999",Self-employed,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.75289917,-71.58370209,66.189.44.62,7/11/15 13:18,7/11/15 13:22,Yes,Very positive,Encouraged,Much more likely,None of the Above
R_0DMHiyIBCc8lqvj,2,1,1,0,2,1,1,1,2,No effect on my attitude,Female,24,53719,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Stongly Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,43.02859497,-89.51809692,66.191.89.81,7/11/15 14:26,7/11/15 14:33,Yes,Very positive,Encouraged,No difference,None of the Above
R_cBIdhWeV5SUWtKd,2,1,1,0,1,1,1,1,2,More likely to support,Male,33,2093,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"Less than $10,000",Out of work,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Disagree,Agree,Stongly Disagree,Stongly Disagree,Agree,Agree,Stongly Disagree,Neither Agree nor Disagree,Stongly Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,42.05430603,-71.37149811,71.184.243.25,7/11/15 15:12,7/11/15 15:24,No,Very positive,Encouraged,Less likely    ,None of the Above
R_cA54GCklhlgeoOF,2,1,1,0,1,1,1,1,0,Much more likely to support,Male,28,4217,0,0,0,0,0,0,0,White European,0,,Some college credit ,"Less than $10,000",Self-employed,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,44.22450256,-70.60870361,74.75.123.78,7/11/15 16:09,7/11/15 16:21,Yes,Very positive,Encouraged,More likely,None of the Above
R_74jwdrwcyshimix,2,1,1,0,2,1,1,1,2,More likely to support,Male,19,6896,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$75,000-$99,999",Student,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Stongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",Very interesting survey. I think wind farms will be a huge part of sustainable energy in the future. ,41.30220032,-73.38829803,67.80.83.174,7/11/15 18:21,7/11/15 18:31,No,Very positive,Encouraged,No difference,None of the Above
R_0ca6ARQoBohPc5T,2,1,1,2,2,1,1,1,1,More likely to support,Male,20,2766,0,0,0,"Hispanic, Latino or Spanish",0,0,0,0,0,,Bechelor degree,"$35,000-$49,999",Student,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Stongly Disagree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.38009644,-71.06420135,74.61.203.22,7/11/15 18:43,7/11/15 18:58,Yes,Very positive,Encouraged,No difference,0
R_bPWsuZu6tR2NS17,2,1,1,0,1,1,1,1,0,No effect on my attitude,Male,39,1810,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$125,000-$149,000",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,42.64889526,-71.16549683,72.74.142.32,7/11/15 19:08,7/11/15 19:16,Yes,Very positive,Encouraged,No difference,None of the Above
R_3elaznfMNeSVX1j,2,1,1,0,1,1,1,1,0,Much more likely to support,Female,30,2053,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$150,000-$174,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Agree,Stongly Disagree,Agree,-99,Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.15559387,-71.42680359,71.184.205.107,7/11/15 19:03,7/11/15 19:18,Yes,Very positive,Encouraged,No difference,None of the Above
R_cC77pr8ZV3WENs9,2,1,1,0,0,1,1,0,0,More likely to support,Male,27,2780,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$10,000-$14,999",Out of work,"Yes, I am an MT worker ",Other (please specify),Democratic Socialist,"Every now and then, 5-10 times/year",Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,45.28739929,-93.43360138,71.63.197.184,7/12/15 3:09,7/12/15 3:44,Yes,Very positive,Encouraged,No difference,None of the Above
R_3sLyrCKhUEA5iPr,2,1,1,0,0,1,1,0,0,More likely to support,Male,22,2882,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.58770752,-71.46230316,173.69.52.94,7/12/15 12:50,7/12/15 12:58,Yes,Very positive,Encouraged,No difference,0
R_aY7FOdPNPZCH22F,2,1,1,0,0,1,1,1,0,No effect on my attitude,Male,26,2143,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.81329346,-71.36190033,24.250.39.176,7/12/15 13:36,7/12/15 13:55,Yes,Positive,Tolerated,No difference,None of the Above
R_244Quh8Fc3tsb0p,2,1,1,2,2,1,1,1,2,No effect on my attitude,Female,23,6040,0,0,0,0,0,0,0,White European,0,,Associate degree,"$35,000-$49,999",Student,"Yes, I am an MT worker ",Republican party,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,41.65769958,-72.66269684,32.217.32.62,7/12/15 16:00,7/12/15 16:09,Yes,Positive,Encouraged,No difference,None of the Above
R_2tMHEQd2vOXpeQt,2,1,1,0,1,1,1,1,0,No effect on my attitude,Female,29,2889,0,Asian,0,0,0,0,0,0,0,,Bechelor degree,"$100,000-$124,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Stongly Disagree,Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",none,41.70080566,-71.39219666,68.0.245.187,7/12/15 17:10,7/12/15 17:17,Yes,Very positive,Encouraged,Less likely    ,0
